Country,"Track Identifier","Media type","Date Played",Hours,"Play Duration Milliseconds","End Reason Type","Source Type","Play Count","Skip Count","Ignore For Recommendations","Track Reference","Track Description"
"United States",1440832542,AUDIO,20260210,"3, 20",240943,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM","IPHONE, MACINTOSH",1,1,false,1440832542,"Fergie, Q-Tip & GoonRock - A Little Party Never Killed Nobody (All We Got)"
"United States",1833328845,AUDIO,20260210,20,230847,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1833328845,"Taylor Swift - Opalite"
"United States",1690840106,AUDIO,20260210,20,229786,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1690840106,"Taylor Swift - Mine (Taylor's Version)"
"United States",1440934264,AUDIO,20260210,3,214380,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440934264,"Taylor Swift - King of My Heart"
"United States",1708309198,AUDIO,20260210,20,213345,PLAYBACK_MANUALLY_PAUSED,MACINTOSH,1,0,false,1708309198,"Taylor Swift - You Are In Love (Taylor's Version)"
"United States",1468058177,AUDIO,20260210,3,211528,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1468058177,"Taylor Swift - The Archer"
"United States",1870984033,AUDIO,20260210,20,115595,PLAYBACK_MANUALLY_PAUSED,MACINTOSH,1,0,false,1870984033,"Harry Styles - Aperture"
"United States",1595423267,AUDIO,20260210,3,85157,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1595423267,"Taylor Swift - Holy Ground (Taylor's Version)"
"United States",1524793912,AUDIO,20260210,20,36970,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,1,1,false,1524793912,"Taylor Swift - invisible string"
"United States",1500776935,AUDIO,20260210,20,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,0,1,false,1500776935,"Bad Bunny, Jowell & Randy & Ñengo Flow - Safaera"
"United States",1742058104,AUDIO,20260210,3,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1742058104,"Taylor Swift - I Can Do It With a Broken Heart"
"United States",1440914010,AUDIO,20260210,3,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1440914010,"Taylor Swift - Our Song"
"United States",1708309188,AUDIO,20260210,20,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,0,2,false,1708309188,"Taylor Swift - How You Get The Girl (Taylor's Version)"
"United States",1875787678,VIDEO,20260211,"14, 23",2765799,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,4,2,false,1875787678,"Super Bowl LX Halftime Show"
"United States",1787023936,AUDIO,20260211,"4, 16, 18, 22, 23",1706761,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",6,1,false,1787023936,"Bad Bunny - DtMF"
"United States",1838810955,AUDIO,20260211,"18, 22",668968,NATURAL_END_OF_TRACK,IPHONE,3,0,false,1838810955,"Taylor Swift - Father Figure"
"United States",1787023008,AUDIO,20260211,"4, 16",445225,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",2,0,false,1787023008,"Bad Bunny - EL CLúB"
"United States",1590368894,AUDIO,20260211,23,419211,OTHER,IPHONE,1,0,false,1590368894,"Taylor Swift - All Too Well (10 Minute Version) [Taylor's Version] [From The Vault]"
"United States",1650841513,AUDIO,20260211,17,405610,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1650841513,"Taylor Swift - Lavender Haze"
"United States",1787022572,AUDIO,20260211,"4, 16",367390,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",2,2,false,1787022572,"Bad Bunny - NUEVAYoL"
"United States",1622045635,AUDIO,20260211,"4, 22, 23",354654,PLAYBACK_MANUALLY_PAUSED,IPHONE,2,1,false,1622045635,"Bad Bunny - Tití Me Preguntó"
"United States",1742058100,AUDIO,20260211,5,322141,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1742058100,"Taylor Swift - Who’s Afraid of Little Old Me?"
"United States",1736268557,AUDIO,20260211,"16, 17",320315,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",2,0,false,1736268557,"Taylor Swift - The Alchemy"
"United States",1787022587,AUDIO,20260211,"4, 22, 23",313939,NATURAL_END_OF_TRACK,IPHONE,2,1,false,1787022587,"Bad Bunny - VOY A LLeVARTE PA PR"
"United States",1842897462,AUDIO,20260211,5,246266,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1842897462,"Taylor Swift - Eldest Daughter"
"United States",1440832542,AUDIO,20260211,16,241131,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1440832542,"Fergie, Q-Tip & GoonRock - A Little Party Never Killed Nobody (All We Got)"
"United States",1838810953,AUDIO,20260211,"18, 22",235568,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1838810953,"Taylor Swift - Opalite"
"United States",1787023682,AUDIO,20260211,"4, 16",228762,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM","IPHONE, MACINTOSH",1,3,false,1787023682,"Bad Bunny & Los Pleneros de la Cresta - CAFé CON RON"
"United States",1842897466,AUDIO,20260211,5,220556,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1842897466,"Taylor Swift - Ruin The Friendship"
"United States",1819861156,AUDIO,20260211,16,213743,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1819861156,"Sabrina Carpenter - Manchild"
"United States",1838810961,AUDIO,20260211,"18, 22",211714,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1838810961,"Taylor Swift - CANCELLED!"
"United States",1838810952,AUDIO,20260211,22,208554,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1838810952,"Taylor Swift - Elizabeth Taylor"
"United States",1689131969,AUDIO,20260211,14,205438,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1689131969,"Taylor Swift - Karma"
"United States",1622046221,AUDIO,20260211,4,201922,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1622046221,"Bad Bunny - El Apagón"
"United States",1842897461,AUDIO,20260211,5,201616,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1842897461,"Taylor Swift - Father Figure"
"United States",1708309198,AUDIO,20260211,17,187424,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1708309198,"Taylor Swift - You Are In Love (Taylor's Version)"
"United States",1842897476,AUDIO,20260211,17,182260,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1842897476,"Taylor Swift - Honey"
"United States",1838810963,AUDIO,20260211,22,181446,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1838810963,"Taylor Swift - Honey"
"United States",1652080289,AUDIO,20260211,"22, 23",149617,TRACK_SKIPPED_FORWARDS,IPHONE,1,2,false,1652080289,"JHAYCO, J Balvin & Bad Bunny - No Me Conoce (Remix)"
"United States",535880843,AUDIO,20260211,4,145799,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,535880843,"Tego Calderón - Pa' Que Retozen"
"United States",1842897475,AUDIO,20260211,5,145441,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1842897475,"Taylor Swift - CANCELLED!"
"United States",1742058269,AUDIO,20260211,17,142119,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1742058269,"Taylor Swift - So High School"
"United States",1500776331,AUDIO,20260211,23,90188,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1500776331,"Bad Bunny - Yo Perreo Sola"
"United States",1440832563,AUDIO,20260211,16,88863,TRACK_SKIPPED_FORWARDS,MACINTOSH,1,2,false,1440832563,"Coco O. - Where the Wind Blows"
"United States",1838810958,AUDIO,20260211,22,82058,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1838810958,"Taylor Swift - Actually Romantic"
"United States",1787023918,AUDIO,20260211,"4, 18",71973,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,2,1,false,1787023918,"Bad Bunny - LO QUE LE PASÓ A HAWAii"
"United States",1552791558,AUDIO,20260211,17,69593,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1552791558,"Taylor Swift - You Belong With Me (Taylor’s Version)"
"United States",1468058181,AUDIO,20260211,17,57240,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1468058181,"Taylor Swift - Paper Rings"
"United States",1689132077,AUDIO,20260211,17,52118,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1689132077,"Taylor Swift - Dear Reader"
"United States",1838810951,AUDIO,20260211,18,50960,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1838810951,"Taylor Swift - The Fate of Ophelia"
"United States",1787023288,AUDIO,20260211,16,42553,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,1,1,false,1787023288,"Bad Bunny - BOKeTE"
"United States",1787023693,AUDIO,20260211,4,36102,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1787023693,"Bad Bunny - PIToRRO DE COCO"
"United States",1838810957,AUDIO,20260211,"18, 22",33612,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,2,false,1838810957,"Taylor Swift - Ruin The Friendship"
"United States",1838810959,AUDIO,20260211,"18, 22",30521,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,2,false,1838810959,"Taylor Swift - Wi$h Li$t"
"United States",1690840823,AUDIO,20260211,17,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1690840823,"Taylor Swift - Ours (Taylor's Version)"
"United States",1689090249,AUDIO,20260211,17,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1689090249,"Taylor Swift - The Great War"
"United States",1500776327,AUDIO,20260211,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1500776327,"Bad Bunny - La Difícil"
"United States",1440832264,AUDIO,20260211,16,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,0,1,false,1440832264,"will.i.am - Bang Bang"
"United States",1595423272,AUDIO,20260211,17,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1595423272,"Taylor Swift - Begin Again (Taylor's Version)"
"United States",1710982872,AUDIO,20260211,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1710982872,"Bad Bunny - MONACO"
"United States",1595423267,AUDIO,20260211,4,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1595423267,"Taylor Swift - Holy Ground (Taylor's Version)"
"United States",1838810960,AUDIO,20260211,18,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1838810960,"Taylor Swift - Wood"
"United States",1838810964,AUDIO,20260211,22,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1838810964,"Taylor Swift - The Life of a Showgirl (feat. Sabrina Carpenter)"
"United States",1440934258,AUDIO,20260211,17,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1440934258,"Taylor Swift - Gorgeous"
"United States",1622045955,AUDIO,20260211,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1622045955,"Bad Bunny & Rauw Alejandro - Party"
"United States",1689131978,AUDIO,20260211,17,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1689131978,"Taylor Swift - Bigger Than The Whole Sky"
"United States",1649434507,AUDIO,20260211,17,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1649434507,"Taylor Swift - Sweet Nothing"
"United States",1689132081,AUDIO,20260211,17,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1689132081,"Taylor Swift - Karma (feat. Ice Spice)"
"United States",1440832876,AUDIO,20260211,16,0,TRACK_SKIPPED_FORWARDS,MACINTOSH,0,1,false,1440832876,"JAŸ-Z & Kanye West - No Church In the Wild (feat. Frank Ocean & The-Dream)"
"United States",1838810956,AUDIO,20260211,18,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1838810956,"Taylor Swift - Eldest Daughter"
"United States",1689131960,AUDIO,20260211,17,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1689131960,"Taylor Swift - Question...?"
"United States",1500776935,AUDIO,20260211,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1500776935,"Bad Bunny, Jowell & Randy & Ñengo Flow - Safaera"
"United States",1440832246,AUDIO,20260211,16,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,0,1,false,1440832246,"Lana Del Rey - Young and Beautiful"
"United States",1819861157,AUDIO,20260211,18,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1819861157,"Sabrina Carpenter - Tears"
"United States",1833328845,AUDIO,20260211,16,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,0,1,false,1833328845,"Taylor Swift - Opalite"
"United States",1710983273,AUDIO,20260211,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1710983273,"Bad Bunny - WHERE SHE GOES"
"United States",1447555315,AUDIO,20260211,22,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1447555315,"Bad Bunny - MÍA (feat. Drake)"
"United States",1875787678,VIDEO,20260212,"1, 2, 18",1619978,PLAYBACK_MANUALLY_PAUSED,"IPHONE, MACINTOSH",2,1,false,1875787678,"Super Bowl LX Halftime Show"
"United States",1742058104,AUDIO,20260212,"2, 14, 17, 23",870450,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",4,1,false,1742058104,"Taylor Swift - I Can Do It With a Broken Heart"
"United States",1787023936,AUDIO,20260212,"14, 20, 23",614765,OTHER,IPHONE,3,0,false,1787023936,"Bad Bunny - DtMF"
"United States",1838810961,AUDIO,20260212,"3, 20",568781,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",3,0,false,1838810961,"Taylor Swift - CANCELLED!"
"United States",1742058100,AUDIO,20260212,"3, 14, 18",442394,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM","IPHONE, MACINTOSH",2,1,false,1742058100,"Taylor Swift - Who’s Afraid of Little Old Me?"
"United States",1440812146,AUDIO,20260212,"3, 20",428067,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",2,0,false,1440812146,"t.A.T.u. - All The Things She Said"
"United States",1742058105,AUDIO,20260212,"3, 20, 23",337478,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",2,2,false,1742058105,"Taylor Swift - The Smallest Man Who Ever Lived"
"United States",1500776331,AUDIO,20260212,"2, 18",314888,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",2,0,false,1500776331,"Bad Bunny - Yo Perreo Sola"
"United States",1819861156,AUDIO,20260212,"14, 20, 23",301998,TRACK_SKIPPED_FORWARDS,IPHONE,2,1,false,1819861156,"Sabrina Carpenter - Manchild"
"United States",1500776935,AUDIO,20260212,18,282947,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1500776935,"Bad Bunny, Jowell & Randy & Ñengo Flow - Safaera"
"United States",1870984033,AUDIO,20260212,3,255904,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,1,1,false,1870984033,"Harry Styles - Aperture"
"United States",1615585012,AUDIO,20260212,3,245962,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1615585012,"Harry Styles - Matilda"
"United States",1622045635,AUDIO,20260212,2,243933,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1622045635,"Bad Bunny - Tití Me Preguntó"
"United States",1440832542,AUDIO,20260212,17,241190,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440832542,"Fergie, Q-Tip & GoonRock - A Little Party Never Killed Nobody (All We Got)"
"United States",1440833218,AUDIO,20260212,20,231759,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440833218,"Lana Del Rey - Young and Beautiful (DH Orchestral Version)"
"United States",1622045955,AUDIO,20260212,18,227621,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1622045955,"Bad Bunny & Rauw Alejandro - Party"
"United States",1689131982,AUDIO,20260212,"20, 23",213328,TRACK_SKIPPED_FORWARDS,IPHONE,1,2,false,1689131982,"Taylor Swift - High Infidelity"
"United States",1689131969,AUDIO,20260212,"3, 23",204761,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",1,1,false,1689131969,"Taylor Swift - Karma"
"United States",1650841513,AUDIO,20260212,14,202821,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1650841513,"Taylor Swift - Lavender Haze"
"United States",1838810955,AUDIO,20260212,3,201636,NATURAL_END_OF_TRACK,MACINTOSH,1,0,false,1838810955,"Taylor Swift - Father Figure"
"United States",1689090227,AUDIO,20260212,14,201083,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1689090227,"Taylor Swift - Anti-Hero"
"United States",1736268557,AUDIO,20260212,23,197197,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1736268557,"Taylor Swift - The Alchemy"
"United States",1440833203,AUDIO,20260212,17,161271,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1440833203,"Sia - Kill and Run"
"United States",1689131968,AUDIO,20260212,14,152283,PLAYBACK_MANUALLY_PAUSED,IPHONE,1,0,false,1689131968,"Taylor Swift - Labyrinth"
"United States",1795979745,AUDIO,20260212,"14, 20",123957,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,1,1,false,1795979745,"JENNIE - like JENNIE"
"United States",1787022587,AUDIO,20260212,19,104101,PLAYBACK_MANUALLY_PAUSED,MACINTOSH,1,0,false,1787022587,"Bad Bunny - VOY A LLeVARTE PA PR"
"United States",1650841907,AUDIO,20260212,20,61206,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1650841907,"Taylor Swift - Dear Reader"
"United States",1795979747,AUDIO,20260212,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1795979747,"JENNIE - start a war"
"United States",1742058269,AUDIO,20260212,23,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1742058269,"Taylor Swift - So High School"
"United States",1440832246,AUDIO,20260212,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1440832246,"Lana Del Rey - Young and Beautiful"
"United States",1440832563,AUDIO,20260212,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1440832563,"Coco O. - Where the Wind Blows"
"United States",1440832876,AUDIO,20260212,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1440832876,"JAŸ-Z & Kanye West - No Church In the Wild (feat. Frank Ocean & The-Dream)"
"United States",1838810957,AUDIO,20260212,1,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1838810957,"Taylor Swift - Ruin The Friendship"
"United States",1838810963,AUDIO,20260212,1,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1838810963,"Taylor Swift - Honey"
"United States",1622045634,AUDIO,20260212,18,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,0,1,false,1622045634,"Bad Bunny & Chencho Corleone - Me Porto Bonito"
"United States",1440832893,AUDIO,20260212,20,0,TRACK_SKIPPED_FORWARDS,IPHONE,0,1,false,1440832893,"Nero - Into the Past"
"United States",1440832264,AUDIO,20260212,20,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1440832264,"will.i.am - Bang Bang"
"United States",1795979997,AUDIO,20260212,23,0,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",IPHONE,0,1,false,1795979997,"JENNIE - ZEN"
"United States",1875811659,AUDIO,20260213,"0, 5",1642252,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1875811659,"Bad Bunny - Super Bowl LX Halftime Show (Live)"
"United States",1787023936,AUDIO,20260213,"0, 3, 16, 18, 20, 21, 23",1574977,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",8,3,false,1787023936,"Bad Bunny - DtMF"
"United States",1736268557,AUDIO,20260213,"1, 5, 17, 19, 20, 23",1182899,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",7,0,false,1736268557,"Taylor Swift - The Alchemy"
"United States",1787022842,AUDIO,20260213,"17, 23",736275,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM","IPHONE, MACINTOSH",2,1,false,1787022842,"Bad Bunny - BAILE INoLVIDABLE"
"United States",1689131982,AUDIO,20260213,"3, 5, 19, 21, 23",687406,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM","IPHONE, MACINTOSH",3,3,false,1689131982,"Taylor Swift - High Infidelity"
"United States",1742058100,AUDIO,20260213,"19, 20, 21",668436,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",2,1,false,1742058100,"Taylor Swift - Who’s Afraid of Little Old Me?"
"United States",1500776935,AUDIO,20260213,"16, 21, 23",667254,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",3,1,false,1500776935,"Bad Bunny, Jowell & Randy & Ñengo Flow - Safaera"
"United States",1838810955,AUDIO,20260213,"1, 19, 20, 21",639318,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM","IPHONE, MACINTOSH",3,1,false,1838810955,"Taylor Swift - Father Figure"
"United States",1787023929,AUDIO,20260213,"17, 21, 23",614709,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",3,0,false,1787023929,"Bad Bunny - EoO"
"United States",1742058105,AUDIO,20260213,"3, 16, 17, 19, 20",552858,PLAYBACK_MANUALLY_PAUSED,"IPHONE, MACINTOSH",3,2,false,1742058105,"Taylor Swift - The Smallest Man Who Ever Lived"
"United States",1710982872,AUDIO,20260213,"17, 21",534971,NATURAL_END_OF_TRACK,MACINTOSH,2,0,false,1710982872,"Bad Bunny - MONACO"
"United States",1762656732,AUDIO,20260213,"17, 21, 23",504294,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",2,1,false,1762656732,"Lady Gaga & Bruno Mars - Die With A Smile"
"United States",1622045635,AUDIO,20260213,"16, 23",488124,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",2,0,false,1622045635,"Bad Bunny - Tití Me Preguntó"
"United States",1622045955,AUDIO,20260213,"16, 21",454839,NATURAL_END_OF_TRACK,MACINTOSH,2,0,false,1622045955,"Bad Bunny & Rauw Alejandro - Party"
"United States",1650841513,AUDIO,20260213,"17, 20, 23",454002,NATURAL_END_OF_TRACK,IPHONE,3,1,false,1650841513,"Taylor Swift - Lavender Haze"
"United States",1500776331,AUDIO,20260213,"16, 21, 23",437508,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM","IPHONE, MACINTOSH",3,1,false,1500776331,"Bad Bunny - Yo Perreo Sola"
"United States",1838810961,AUDIO,20260213,"19, 20, 21",423360,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",2,1,false,1838810961,"Taylor Swift - CANCELLED!"
"United States",535880843,AUDIO,20260213,"17, 21, 23",415158,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",3,1,false,535880843,"Tego Calderón - Pa' Que Retozen"
"United States",1440812146,AUDIO,20260213,"16, 20, 21",385037,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",2,2,false,1440812146,"t.A.T.u. - All The Things She Said"
"United States",1615585012,AUDIO,20260213,"16, 19, 21",374528,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",2,2,false,1615585012,"Harry Styles - Matilda"
"United States",1795979747,AUDIO,20260213,"4, 20, 21",330895,TRACK_SKIPPED_FORWARDS,IPHONE,2,1,false,1795979747,"JENNIE - start a war"
"United States",1467968831,AUDIO,20260213,"17, 21",326672,TRACK_SKIPPED_FORWARDS,MACINTOSH,2,1,false,1467968831,"Don Omar - Dale Don Dale"
"United States",1787022587,AUDIO,20260213,"17, 21, 23",313131,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",2,1,false,1787022587,"Bad Bunny - VOY A LLeVARTE PA PR"
"United States",1870984033,AUDIO,20260213,"5, 20",312208,TRACK_SKIPPED_FORWARDS,IPHONE,1,1,false,1870984033,"Harry Styles - Aperture"
"United States",1689090227,AUDIO,20260213,"3, 16, 19, 21",279659,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",2,3,false,1689090227,"Taylor Swift - Anti-Hero"
"United States",1742058269,AUDIO,20260213,"0, 17, 21",273571,TRACK_SKIPPED_FORWARDS,IPHONE,2,2,false,1742058269,"Taylor Swift - So High School"
"United States",1542103620,AUDIO,20260213,"18, 20",264349,NATURAL_END_OF_TRACK,IPHONE,2,0,false,1542103620,"Bad Bunny & JHAYCO - DÁKITI"
"United States",1773474484,AUDIO,20260213,"16, 20",262567,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",2,1,false,1773474484,"Gracie Abrams - I Told You Things"
"United States",1689132076,AUDIO,20260213,23,260652,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1689132076,"Taylor Swift - Would've, Could've, Should've"
"United States",1440832542,AUDIO,20260213,20,241218,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1440832542,"Fergie, Q-Tip & GoonRock - A Little Party Never Killed Nobody (All We Got)"
"United States",1787023918,AUDIO,20260213,"21, 23",229287,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",1,2,false,1787023918,"Bad Bunny - LO QUE LE PASÓ A HAWAii"
"United States",1650841907,AUDIO,20260213,"5, 16",225168,NATURAL_END_OF_TRACK,"IPHONE, MACINTOSH",1,1,false,1650841907,"Taylor Swift - Dear Reader"
"United States",1787022572,AUDIO,20260213,"17, 21",224576,NATURAL_END_OF_TRACK,MACINTOSH,2,0,false,1787022572,"Bad Bunny - NUEVAYoL"
"United States",1742058104,AUDIO,20260213,"0, 21",217915,NATURAL_END_OF_TRACK,IPHONE,1,1,false,1742058104,"Taylor Swift - I Can Do It With a Broken Heart"
"United States",1689131968,AUDIO,20260213,"0, 17, 21, 23",215606,TRACK_SKIPPED_FORWARDS,IPHONE,1,4,false,1689131968,"Taylor Swift - Labyrinth"
"United States",1819861156,AUDIO,20260213,"20, 21",214028,TRACK_SKIPPED_FORWARDS,IPHONE,1,2,false,1819861156,"Sabrina Carpenter - Manchild"
"United States",1481453844,AUDIO,20260213,"17, 21",208008,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",MACINTOSH,1,1,false,1481453844,"Héctor El Father - Noche de Travesura"
"United States",1689132081,AUDIO,20260213,23,203307,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1689132081,"Taylor Swift - Karma (feat. Ice Spice)"
"United States",1795979997,AUDIO,20260213,20,200057,NATURAL_END_OF_TRACK,IPHONE,1,0,false,1795979997,"JENNIE - ZEN"
"United States",1786000124,AUDIO,20260213,"17, 23",192796,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",1,1,false,1786000124,"Daddy Yankee - Gasolina"
"United States",1622046221,AUDIO,20260213,"21, 23",131201,TRACK_SKIPPED_FORWARDS,"IPHONE, MACINTOSH",1,2,false,1622046221,"Bad Bunny - El Apagón"
